type,start_time,ambient_temperature,battery_id,test_id,uid,filename,Capacity,Re,Rct
impedance,[2010.       8.       3.      17.      20.      28.062],24,B0045,85,270,00270.csv,,0.075148156,0.238058575
charge,[2010.       8.       3.      17.      52.      22.375],4,B0045,86,271,00271.csv,,,
impedance,[2010.       8.       3.      20.      57.      49.484],24,B0045,87,272,00272.csv,,0.069534007,0.223536897
discharge,[2010.       8.       3.      21.      29.      43.953],4,B0045,88,273,00273.csv,0.728952921,,
charge,[2010.       8.       3.      22.      54.      43.062],4,B0045,89,274,00274.csv,,,
discharge,[2.0100e+03 8.0000e+00 4.0000e+00 1.0000e+00 5.6000e+01 1.2734e+01],4,B0045,90,275,00275.csv,0.713932176,,
charge,[2010.      8.      4.      3.     19.     23.25],4,B0045,91,276,00276.csv,,,
discharge,[2010.       8.       4.       6.      20.      57.078],4,B0045,92,277,00277.csv,0.695773175,,
charge,[2010.       8.       4.       7.      43.      19.828],4,B0045,93,278,00278.csv,,,
discharge,[2010.      8.      4.     10.     44.     49.39],4,B0045,94,279,00279.csv,0.701831296,,
charge,[2010.       8.       4.      12.       6.      28.531],4,B0045,95,280,00280.csv,,,
discharge,[2010.       8.       4.      15.       7.      58.828],4,B0045,96,281,00281.csv,0.691180824,,
impedance,[2010.       8.       4.      16.      32.      38.906],24,B0045,97,282,00282.csv,,0.077842689,0.254874992
charge,[2010.       8.       4.      17.       4.      33.625],4,B0045,98,283,00283.csv,,,
impedance,[2010.       8.       4.      20.      10.       4.812],24,B0045,99,284,00284.csv,,0.070288505,0.224769541
discharge,[2010.     8.     4.    20.    41.    59.5],4,B0045,100,285,00285.csv,0.684327975,,
charge,[2.0100e+03 8.0000e+00 4.0000e+00 2.2000e+01 2.0000e+00 3.3781e+01],4,B0045,101,286,00286.csv,,,
discharge,[2.010e+03 8.000e+00 5.000e+00 1.000e+00 4.000e+00 3.312e+00],4,B0045,102,287,00287.csv,0.674139491,,
charge,[2.0100e+03 8.0000e+00 5.0000e+00 2.0000e+00 2.3000e+01 3.5171e+01],4,B0045,103,288,00288.csv,,,
discharge,[2010.       8.       5.       5.      25.       7.906],4,B0045,104,289,00289.csv,0.667007017,,
charge,[2010.       8.       5.       6.      44.       4.281],4,B0045,105,290,00290.csv,,,
discharge,[2010.      8.      5.      9.     45.     36.39],4,B0045,106,291,00291.csv,0.680408512,,
charge,[2010.       8.       5.      11.       4.      13.765],4,B0045,107,292,00292.csv,,,
discharge,[2010.       8.       5.      14.       5.      44.828],4,B0045,108,293,00293.csv,0.661786406,,
impedance,[2010.       8.       5.      15.      27.      47.125],24,B0045,109,294,00294.csv,,0.076656618,0.252431807
charge,[2010.       8.       5.      15.      59.      42.062],4,B0045,110,295,00295.csv,,,
impedance,[2010.       8.       5.      19.       5.      13.171],24,B0045,111,296,00296.csv,,0.072656246,0.217519304
discharge,[2010.       8.       5.      19.      37.       8.125],4,B0045,112,297,00297.csv,0.662316873,,
charge,[2010.       8.       5.      20.      54.      47.218],4,B0045,113,298,00298.csv,,,
discharge,[2010.       8.       5.      23.      56.      22.437],4,B0045,114,299,00299.csv,0.667935836,,
charge,[2.0100e+03 8.0000e+00 6.0000e+00 1.0000e+00 1.3000e+01 2.8265e+01],4,B0045,115,300,00300.csv,,,
discharge,[2010.       8.       6.       4.      15.       3.234],4,B0045,116,301,00301.csv,0.648899089,,
charge,[2010.       8.       6.       5.      31.      48.156],4,B0045,117,302,00302.csv,,,
discharge,[2010.      8.      6.      8.     33.     24.75],4,B0045,118,303,00303.csv,0.650363913,,
charge,[2010.       8.       6.       9.      49.      49.937],4,B0045,119,304,00304.csv,,,
discharge,[2010    8    6   12   51   21],4,B0045,120,305,00305.csv,0.657207769,,
impedance,[2010.       8.       6.      14.      11.      12.234],24,B0045,121,306,00306.csv,,0.076663111,0.268866501
charge,[2010.       8.       6.      14.      43.       7.578],4,B0045,122,307,00307.csv,,,
impedance,[2010.       8.       6.      17.      48.      41.937],24,B0045,123,308,00308.csv,,0.071687734,0.249432601
discharge,[2010.       8.       6.      18.      20.      37.375],4,B0045,124,309,00309.csv,0.636351746,,
charge,[2010.       8.       6.      19.      36.      20.187],4,B0045,125,310,00310.csv,,,
discharge,[2010.       8.       6.      22.      37.      51.968],4,B0045,126,311,00311.csv,0.653644936,,
charge,[2010.      8.      6.     23.     53.     10.89],4,B0045,127,312,00312.csv,,,
discharge,[2.0100e+03 8.0000e+00 7.0000e+00 2.0000e+00 5.4000e+01 4.6296e+01],4,B0045,128,313,00313.csv,0.639142827,,
charge,[2010.       8.       7.       4.       9.      31.812],4,B0045,129,314,00314.csv,,,
discharge,[2010.       8.       7.       7.      11.       8.671],4,B0045,130,315,00315.csv,0.648220605,,
charge,[2010.       8.       7.       8.      25.      18.796],4,B0045,131,316,00316.csv,,,
discharge,[2010.       8.       7.      11.      26.      50.984],4,B0045,132,317,00317.csv,0.628795747,,
impedance,[2010.       8.       7.      12.      32.      26.234],24,B0045,133,318,00318.csv,,0.076510435,0.251823227
charge,[2010.       8.       7.      13.       4.      21.953],4,B0045,134,319,00319.csv,,,
impedance,[2010.      8.      7.     16.      9.     53.89],24,B0045,135,320,00320.csv,,0.071637896,0.243567372
discharge,[2010.       8.      10.      15.      39.      28.921],4,B0045,136,321,00321.csv,0.638057185,,
impedance,[2010.       8.      10.      17.       4.      18.343],24,B0045,137,322,00322.csv,,0.079034405,0.253987476
charge,[2010.       8.      10.      17.      36.      14.109],4,B0045,138,323,00323.csv,,,
impedance,[2010.       8.      10.      20.      41.      53.921],24,B0045,139,324,00324.csv,,0.073092299,0.24055566
discharge,[2010.      8.     10.     21.     13.     49.64],4,B0045,140,325,00325.csv,0.655482505,,
charge,[2010.       8.      10.      22.      33.      31.875],4,B0045,141,326,00326.csv,,,
discharge,[2.010e+03 8.000e+00 1.100e+01 1.000e+00 3.500e+01 2.781e+00],4,B0045,142,327,00327.csv,0.648493484,,
charge,[2.0100e+03 8.0000e+00 1.1000e+01 2.0000e+00 5.3000e+01 2.2453e+01],4,B0045,143,328,00328.csv,,,
discharge,[2010.       8.      11.       5.      54.      59.281],4,B0045,144,329,00329.csv,0.645407169,,
charge,[2010.       8.      11.       7.      12.      27.125],4,B0045,145,330,00330.csv,,,
discharge,[2010.       8.      11.      10.      14.       4.421],4,B0045,146,331,00331.csv,0.642700803,,
charge,[2010.       8.      11.      11.      31.      14.703],4,B0045,147,332,00332.csv,,,
discharge,[2010.       8.      11.      14.      32.      46.656],4,B0045,148,333,00333.csv,0.635245488,,
impedance,[2010.     8.    11.    15.    53.    17.5],24,B0045,149,334,00334.csv,,0.078199626,0.260276171
charge,[2010.       8.      11.      16.      25.      13.593],4,B0045,150,335,00335.csv,,,
impedance,[2010.       8.      11.      19.      30.      44.109],24,B0045,151,336,00336.csv,,0.07196197,0.23710627
discharge,[2010.       8.      12.      12.      34.      22.109],4,B0045,152,337,00337.csv,0.615676002,,
impedance,[2010    8   12   13   55   19],24,B0045,153,338,00338.csv,,0.076788146,0.244168016
charge,[2010.      8.     12.     14.     27.     15.14],4,B0045,154,339,00339.csv,,,
impedance,[2010.       8.      12.      17.      32.      50.875],24,B0045,155,340,00340.csv,,0.073390443,0.252368256
discharge,[2010.       8.      12.      18.       4.      47.218],4,B0045,156,341,00341.csv,0.617083368,,
charge,[2010.       8.      12.      19.      22.      39.406],4,B0045,157,342,00342.csv,,,
discharge,[2010.       8.      12.      22.      24.      12.484],4,B0045,158,343,00343.csv,0.643422739,,
charge,[2010.       8.      12.      23.      40.      56.125],4,B0045,159,344,00344.csv,,,
discharge,[2.0100e+03 8.0000e+00 1.3000e+01 2.0000e+00 4.2000e+01 3.2031e+01],4,B0045,160,345,00345.csv,0.627812443,,
charge,[2010.       8.      13.       3.      58.       7.187],4,B0045,161,346,00346.csv,,,
discharge,[2010.       8.      13.       6.      59.      39.343],4,B0045,162,347,00347.csv,0.629007832,,
charge,[2010.       8.      13.       8.      14.      54.843],4,B0045,163,348,00348.csv,,,
discharge,[2010.       8.      13.      11.      16.      29.328],4,B0045,164,349,00349.csv,0,,
impedance,[2010.       8.      13.      11.      55.      20.859],24,B0045,165,350,00350.csv,,0.077101688,0.233808746
charge,[2010.       8.      13.      12.      27.      18.593],4,B0045,166,351,00351.csv,,,
impedance,[2010.       8.      13.      15.      32.      55.359],24,B0045,167,352,00352.csv,,0.073910321,0.25016769
discharge,[2010.       8.      16.      10.      57.       7.937],4,B0045,168,353,00353.csv,0.626635557,,
impedance,[2010.       8.      16.      12.      24.      17.453],24,B0045,169,354,00354.csv,,0.076443544,0.256447267
charge,[2010.       8.      16.      12.      56.      14.546],4,B0045,170,355,00355.csv,,,
impedance,[2.0100e+03 8.0000e+00 1.6000e+01 1.6000e+01 1.0000e+00 5.2046e+01],24,B0045,171,356,00356.csv,,0.073033088,0.233874592
discharge,[2010.       8.      16.      16.      33.      48.968],4,B0045,172,357,00357.csv,0.649581352,,
charge,[2010.       8.      16.      17.      53.      19.203],4,B0045,173,358,00358.csv,,,
discharge,[2010.       8.      16.      20.      54.      56.609],4,B0045,174,359,00359.csv,0.633748518,,
charge,[2010.       8.      16.      22.      13.       2.812],4,B0045,175,360,00360.csv,,,
discharge,[2.0100e+03 8.0000e+00 1.7000e+01 1.0000e+00 1.4000e+01 4.2109e+01],4,B0045,176,361,00361.csv,0.629855093,,
charge,[2010    8   17    2   32   20],4,B0045,177,362,00362.csv,,,
discharge,[2010.       8.      17.       5.      33.      53.718],4,B0045,178,363,00363.csv,0.618306378,,
charge,[2010.       8.      17.       6.      50.      25.203],4,B0045,179,364,00364.csv,,,
discharge,[2010.       8.      17.       9.      52.       5.375],4,B0045,180,365,00365.csv,0.606947617,,
impedance,[2.010e+03 8.000e+00 1.700e+01 1.100e+01 1.200e+01 1.125e+00],24,B0045,181,366,00366.csv,,0.07792709,0.252823179
charge,[2010.       8.      17.      11.      43.      58.265],4,B0045,182,367,00367.csv,,,
impedance,[2010.       8.      17.      14.      49.      38.671],24,B0045,183,368,00368.csv,,0.073910352,0.238779468
discharge,[2010.       7.      21.      15.       0.      35.093],4,B0048,0,369,00369.csv,1.657995579,,
impedance,[2010.       7.      21.      16.      53.      45.968],24,B0048,1,370,00370.csv,,0.077990779,0.239748939
charge,[2010.       7.      21.      17.      25.      40.671],4,B0048,2,371,00371.csv,,,
impedance,[2010    7   21   20   31    5],24,B0048,3,372,00372.csv,,0.074862427,0.211844129
discharge,[2.0100e+03 7.0000e+00 2.1000e+01 2.1000e+01 2.0000e+00 5.6984e+01],4,B0048,4,373,00373.csv,1.507693348,,
charge,[2010.       7.      21.      22.      38.      43.484],4,B0048,5,374,00374.csv,,,
discharge,[2.010e+03 7.000e+00 2.200e+01 1.000e+00 4.000e+01 6.218e+00],4,B0048,6,375,00375.csv,1.498922334,,
charge,[2010.       7.      22.       3.      14.      53.218],4,B0048,7,376,00376.csv,,,
discharge,[2010.       7.      22.       6.      16.      21.781],4,B0048,8,377,00377.csv,1.47829195,,
charge,[2010.       7.      22.       7.      50.      21.625],4,B0048,9,378,00378.csv,,,
discharge,[2010.       7.      22.      10.      51.      48.203],4,B0048,10,379,00379.csv,1.461856891,,
charge,[2010.       7.      22.      12.      25.       3.656],4,B0048,11,380,00380.csv,,,
discharge,[2010.       7.      22.      15.      26.      29.359],4,B0048,12,381,00381.csv,1.450959271,,
impedance,[2010.       7.      22.      17.       3.       7.062],24,B0048,13,382,00382.csv,,0.07857735,0.229261521
charge,[2010.       7.      22.      17.      34.      59.312],4,B0048,14,383,00383.csv,,,
impedance,[2010.     7.    22.    20.    40.    25.5],24,B0048,15,384,00384.csv,,0.074896439,0.197988221
discharge,[2010.       7.      23.       9.      59.       8.718],4,B0048,16,385,00385.csv,1.451746997,,
impedance,[2010.       7.      23.      11.      35.      36.875],24,B0048,17,386,00386.csv,,0.079214425,0.223450956
charge,[2010.      7.     23.     12.      7.     29.25],4,B0048,18,387,00387.csv,,,
impedance,[2010.       7.      23.      15.      12.      59.218],24,B0048,19,388,00388.csv,,0.075769269,0.208956566
discharge,[2010.       7.      23.      15.      44.      51.671],4,B0048,20,389,00389.csv,1.444392866,,
charge,[2010.       7.      23.      17.      17.      36.625],4,B0048,21,390,00390.csv,,,
discharge,[2010.       7.      23.      20.      19.       2.359],4,B0048,22,391,00391.csv,1.432738324,,
charge,[2010.       7.      23.      21.      50.      50.578],4,B0048,23,392,00392.csv,,,
discharge,[2010.       7.      24.       0.      52.      14.625],4,B0048,24,393,00393.csv,1.417241201,,
charge,[2.0100e+03 7.0000e+00 2.4000e+01 2.0000e+00 2.3000e+01 2.1453e+01],4,B0048,25,394,00394.csv,,,
discharge,[2010.       7.      24.       5.      24.      46.453],4,B0048,26,395,00395.csv,1.405755994,,
charge,[2010.       7.      24.       6.      55.      11.046],4,B0048,27,396,00396.csv,,,
discharge,[2010    7   24    9   56   39],4,B0048,28,397,00397.csv,1.390270627,,
impedance,[2010.       7.      24.      11.      30.      35.656],24,B0048,29,398,00398.csv,,0.080002055,0.232294141
charge,[2.010e+03 7.000e+00 2.400e+01 1.200e+01 2.000e+00 2.839e+01],4,B0048,30,399,00399.csv,,,
impedance,[2010.       7.      24.      15.       7.      54.015],24,B0048,31,400,00400.csv,,0.075332203,0.195197693
discharge,[2010.       7.      27.      16.      12.       5.718],4,B0048,32,401,00401.csv,1.419665931,,
impedance,[2010.     7.    27.    17.    47.    10.5],24,B0048,33,402,00402.csv,,0.081884377,0.231004839
charge,[2010.       7.      27.      18.      19.       3.281],4,B0048,34,403,00403.csv,,,
impedance,[2010.       7.      27.      21.      24.      31.406],24,B0048,35,404,00404.csv,,0.076414715,0.194707118
discharge,[2010.       7.      27.      21.      56.      24.312],4,B0048,36,405,00405.csv,1.419056399,,
charge,[2010.       7.      27.      23.      28.       8.828],4,B0048,37,406,00406.csv,,,
discharge,[2.0100e+03 7.0000e+00 2.8000e+01 2.0000e+00 2.9000e+01 3.7343e+01],4,B0048,38,407,00407.csv,1.404272357,,
charge,[2010.       7.      28.       4.       0.      28.265],4,B0048,39,408,00408.csv,,,
discharge,[2.0100e+03 7.0000e+00 2.8000e+01 7.0000e+00 1.0000e+00 5.7687e+01],4,B0048,40,409,00409.csv,1.391614049,,
charge,[2010.       7.      28.       8.      31.      35.609],4,B0048,41,410,00410.csv,,,
discharge,[2.010e+03 7.000e+00 2.800e+01 1.100e+01 3.300e+01 1.828e+00],4,B0048,42,411,00411.csv,1.374961835,,
charge,[2.010e+03 7.000e+00 2.800e+01 1.300e+01 2.000e+00 8.531e+00],4,B0048,43,412,00412.csv,,,
discharge,[2010.       7.      28.      16.       3.      39.015],4,B0048,44,413,00413.csv,1.354515571,,
impedance,[2.01e+03 7.00e+00 2.80e+01 1.70e+01 3.60e+01 7.34e-01],24,B0048,45,414,00414.csv,,0.082190479,0.240728261
charge,[2010.       7.      28.      18.       7.      53.906],4,B0048,46,415,00415.csv,,,
impedance,[2010.       7.      28.      21.      13.      22.187],24,B0048,47,416,00416.csv,,0.076948968,0.216375356
discharge,[2010.     7.    28.    21.    45.    15.5],4,B0048,48,417,00417.csv,1.344022307,,
charge,[2.01e+03 7.00e+00 2.80e+01 2.30e+01 1.30e+01 7.96e-01],4,B0048,49,418,00418.csv,,,
discharge,[2.0100e+03 7.0000e+00 2.9000e+01 2.0000e+00 1.4000e+01 2.9703e+01],4,B0048,50,419,00419.csv,0,,
charge,[2.0100e+03 7.0000e+00 2.9000e+01 2.0000e+00 5.5000e+01 5.2843e+01],4,B0048,51,420,00420.csv,,,
discharge,[2010.       7.      29.       5.      57.      18.515],4,B0048,52,421,00421.csv,1.372384476,,
charge,[2010.       7.      29.       7.      27.      57.484],4,B0048,53,422,00422.csv,,,
discharge,[2010.       7.      29.      10.      29.      29.765],4,B0048,54,423,00423.csv,1.318410575,,
charge,[2010.       7.      29.      11.      56.      11.593],4,B0048,55,424,00424.csv,,,
discharge,[2010.       7.      29.      14.      57.      39.921],4,B0048,56,425,00425.csv,1.31127276,,
impedance,[2010.      7.     29.     16.     27.     30.14],24,B0048,57,426,00426.csv,,0.082155242,0.227288739
charge,[2010.       7.      29.      16.      59.      23.625],4,B0048,58,427,00427.csv,,,
impedance,[2010.       7.      29.      20.       4.      55.562],24,B0048,59,428,00428.csv,,0.081201054,0.211237846
discharge,[2010.       7.      29.      20.      36.      49.093],4,B0048,60,429,00429.csv,1.297017242,,
charge,[2.0100e+03 7.0000e+00 2.9000e+01 2.2000e+01 2.0000e+00 1.5765e+01],4,B0048,61,430,00430.csv,,,
discharge,[2.0100e+03 7.0000e+00 3.0000e+01 1.0000e+00 3.0000e+00 4.8203e+01],4,B0048,62,431,00431.csv,1.299521953,,
charge,[2.0100e+03 7.0000e+00 3.0000e+01 2.0000e+00 2.8000e+01 4.1125e+01],4,B0048,63,432,00432.csv,,,
discharge,[2010.       7.      30.       5.      30.      13.453],4,B0048,64,433,00433.csv,1.282615407,,
charge,[2010.       7.      30.       6.      54.      35.109],4,B0048,65,434,00434.csv,,,
discharge,[2010.       7.      30.       9.      56.       7.796],4,B0048,66,435,00435.csv,1.275289015,,
charge,[2010.       7.      30.      11.      19.      35.093],4,B0048,67,436,00436.csv,,,
discharge,[2010.       7.      30.      14.      21.       3.875],4,B0048,68,437,00437.csv,1.273557247,,
impedance,[2010.       7.      30.      15.      48.      12.125],24,B0048,69,438,00438.csv,,0.081370075,0.246252494
charge,[2010    7   30   16   20    6],4,B0048,70,439,00439.csv,,,
impedance,[2010.       7.      30.      19.      25.      34.984],24,B0048,71,440,00440.csv,,0.078869566,0.213708291
discharge,[2010.       7.      30.      19.      57.      28.859],4,B0048,72,441,00441.csv,1.259411433,,
